kind,name,brand,type,width,depth,height,sill,color,stories,floorheight,parapet,material
preset,FedEx Ground Local station (last mile),FedEx Ground,industrial,600,200,,,,1,30,3,concrete
preset,First Industrial Rear-load regional distribution,First Industrial,industrial,920,240,,,,1,32,3,concrete
preset,IDI Logistics Cross-dock bulk,IDI Logistics,industrial,1000,550,,,,1,36,3,concrete
preset,Link Logistics Infill last-mile rear-load,Link Logistics,industrial,700,170,,,,1,28,3,concrete
preset,Majestic Realty Large bulk distribution (Inland Empire forma,Majestic Realty,industrial,1050,570,,,,1,36,3,concrete
preset,Panattoni Cross-dock spec bulk,Panattoni,industrial,900,560,,,,1,38,3,concrete
preset,Panattoni Rear-load spec,Panattoni,industrial,830,240,,,,1,32,3,concrete
preset,Prologis Regional distribution cross-dock bulk,Prologis,industrial,1040,570,,,,1,40,3,concrete
preset,Prologis Rear-load bulk distribution,Prologis,industrial,760,240,,,,1,32,3,concrete
preset,Prologis Last-mile infill / city distribution,Prologis,industrial,620,160,,,,1,28,3,concrete
preset,Prologis Multi-story urban logistics (Georgetown Crossroads ,Prologis,industrial,700,260,,,,3,28,3,concrete
preset,Trammell Crow Company Spec cross-dock distribution,Trammell Crow Company,industrial,750,520,,,,1,36,3,concrete
preset,VanTrust Real Estate Large cross-dock bulk,VanTrust Real Estate,industrial,1200,580,,,,1,40,3,concrete
preset,generic Shallow-bay multi-tenant industrial,generic,industrial,600,150,,,,1,26,3,concrete
preset,generic LTL truck terminal / freight cross-dock,generic,industrial,600,75,,,,1,20,3,metal
preset,Alliance Residential Broadstone 5-over-1 podium luxury mid-r,Alliance Residential,mf,350,200,,,,6,10.5,3,metal
preset,AvalonBay Avalon suburban podium mid-rise,AvalonBay,mf,400,200,,,,5,10.5,3,brick
preset,AvalonBay AVA urban infill 5-over-1,AvalonBay,mf,250,150,,,,6,10.5,3,metal
preset,AvalonBay Kanso streamlined unstaffed community,AvalonBay,mf,300,66,,,,4,10.5,3,siding
preset,Camden Texas donut 4-story garage wrap,Camden,mf,400,300,,,,4,10.5,3,brick
preset,Cortland 4-story garage-wrap community,Cortland,mf,380,280,,,,4,10.5,3,brick
preset,Fairfield Garden 3-story walkup community building,Fairfield,mf,195,65,,,,3,9.8,3,eifs
preset,Greystar 5-over-1 podium wrap mid-rise (Elan/branded urban p,Greystar,mf,380,230,,,,6,10.5,3,brick
preset,Greystar Overture active-adult (55+) 4-story elevator buildi,Greystar,mf,340,75,,,,4,10.5,3,siding
preset,LMC (Lennar Multifamily / Quarterra) Urban 5-over-2 mixed-us,LMC (Lennar Multifamily / Quarterra),mf,340,230,,,,7,10.5,3,metal
preset,MAA Sunbelt 4-story surface-parked elevator building,MAA,mf,300,66,,,,4,10.2,3,brick
preset,Mill Creek Residential Modera 5-over-2 podium mid-rise,Mill Creek Residential,mf,320,210,,,,7,10.5,3,metal
preset,Related Luxury high-rise tower,Related,mf,140,86,,,,40,10.8,3,curtainwall
preset,Toll Brothers Apartment Living 6-story podium mid-rise,Toll Brothers Apartment Living,mf,320,190,,,,6,10.5,3,brick
preset,Trammell Crow Residential Alexan 4-story garage wrap,Trammell Crow Residential,mf,390,290,,,,4,10.5,3,brick
preset,Trammell Crow Residential Alexan high-rise concrete tower,Trammell Crow Residential,mf,145,90,,,,25,10.5,3,metal
preset,Wood Partners Alta garden 3-story walkup building,Wood Partners,mf,190,65,,,,3,9.8,3,siding
preset,Wood Partners Alta 5-over-1 podium mid-rise,Wood Partners,mf,330,190,,,,6,10.5,3,metal
preset,ZOM Living Florida 8-story concrete mid-rise with wrap garag,ZOM Living,mf,380,260,,,,8,10.2,3,concrete
preset,generic 5-over-1 double-loaded corridor bar (reference massi,generic,mf,300,66,,,,6,10.5,3,metal
preset,generic Texas donut reference block,generic,mf,420,300,,,,4,10.5,3,brick
preset,generic Residential high-rise floorplate (reference),generic,mf,150,88,,,,1,10.5,3,concrete
preset,BXP (Boston Properties) Class A CBD tower,BXP (Boston Properties),office,200,130,,,,30,13.5,3,metal
preset,Granite Properties Suburban Class A (Granite Park type),Granite Properties,office,230,122,,,,11,13.5,3,curtainwall
preset,Hines T3 mass timber office,Hines,office,220,150,,,,7,13,3,metal
preset,Hines Trophy Class A high-rise,Hines,office,190,130,,,,45,14,3,curtainwall
preset,Related Companies Large-format mixed-use office tower (Hudso,Related Companies,office,220,140,,,,50,14,3,curtainwall
preset,Skanska Urban spec office mid/high-rise,Skanska,office,220,130,,,,12,13.5,3,curtainwall
preset,generic Class A suburban office (4-6 story),generic,office,250,112,,,,5,13.5,3,concrete
preset,generic Medical office building (3-story),generic,office,210,120,,,,3,14,3,brick
preset,generic Flex / creative office (industrial conversion format,generic,office,400,150,,,,1,24,3,concrete
preset,generic Corporate campus low-rise,generic,office,320,156,,,,3,14,3,metal
preset,generic 2-story suburban spec office,generic,office,245,122,,,,2,13,3,concrete
preset,generic Mid-rise office over retail podium,generic,office,220,120,,,,8,13,3,curtainwall
preset,7-Eleven Standard convenience store,7-Eleven,retail,62,50,,,,1,12,3,brick
preset,Aldi Small-format discount grocery,Aldi,retail,172,110,,,,1,16,3,metal
preset,Bank of America Freestanding branch pad,Bank of America,retail,82,55,,,,1,12,3,brick
preset,Buc-ee's Travel center superstore,Buc-ee's,retail,300,177,,,,1,20,3,concrete
preset,CVS Freestanding drugstore,CVS,retail,125,88,,,,1,14,3,brick
preset,Chase Freestanding branch pad,Chase,retail,65,52,,,,1,12,3,metal
preset,Chick-fil-A Freestanding drive-thru pad,Chick-fil-A,retail,90,55,,,,1,12,3,brick
preset,Chipotle Chipotlane drive-thru prototype,Chipotle,retail,64,38,,,,1,12,3,metal
preset,Costco Warehouse club,Costco,retail,400,370,,,,1,30,3,concrete
preset,Dollar General Standard freestanding store,Dollar General,retail,130,70,,,,1,13,3,metal
preset,Dollar Tree Freestanding/inline store,Dollar Tree,retail,125,80,,,,1,13,3,eifs
preset,Home Depot Big-box home improvement,Home Depot,retail,420,250,,,,1,26,3,concrete
preset,Kroger Marketplace large-format,Kroger,retail,410,300,,,,1,22,3,concrete
preset,Kroger Standard combo supermarket,Kroger,retail,325,200,,,,1,20,3,eifs
preset,Lidl US-format discount grocery,Lidl,retail,200,145,,,,1,18,3,metal
preset,Lowe's Big-box home improvement,Lowe's,retail,430,260,,,,1,26,3,concrete
preset,McDonald's Freestanding drive-thru,McDonald's,retail,85,51,,,,1,12,3,concrete
preset,Publix Standard supermarket,Publix,retail,240,190,,,,1,18,3,eifs
preset,QuikTrip Generation 3 convenience store + fuel,QuikTrip,retail,80,62,,,,1,14,3,brick
preset,Raising Cane's Freestanding drive-thru,Raising Cane's,retail,74,45,,,,1,12,3,brick
preset,Sam's Club Warehouse club,Sam's Club,retail,410,332,,,,1,28,3,concrete
preset,Sheetz Convenience store + fuel,Sheetz,retail,94,65,,,,1,14,3,metal
preset,Starbucks Drive-thru cafe pad,Starbucks,retail,62,36,,,,1,12,3,metal
preset,Target Standard full-size store,Target,retail,420,310,,,,1,22,3,concrete
preset,Trader Joe's Neighborhood grocery,Trader Joe's,retail,130,100,,,,1,14,3,concrete
preset,Walgreens Freestanding drugstore,Walgreens,retail,145,100,,,,1,14,3,brick
preset,Walmart Supercenter,Walmart,retail,540,330,,,,1,24,3,concrete
preset,Walmart Neighborhood Market,Walmart,retail,240,175,,,,1,18,3,concrete
preset,Wawa Convenience store + fuel,Wawa,retail,91,65,,,,1,14,3,brick
preset,Whole Foods Standard store,Whole Foods,retail,250,160,,,,1,18,3,metal
preset,generic 1-story strip center (unanchored),generic,retail,215,65,,,,1,15,3,brick
preset,generic Grocery-anchored neighborhood center,generic,retail,650,180,,,,1,18,3,brick
preset,generic Power center junior anchor box,generic,retail,165,150,,,,1,20,3,concrete
preset,generic Fuel canopy (c-store companion structure),generic,retail,130,60,,,,1,18,3,concrete
